[ 2013-12-27T15:42:07+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001774s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '11' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000324s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT COUNT(*) AS tp_count FROM `m_advert` WHERE ( category_id like '180%' ) LIMIT 1  [ RunTime:0.000250s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT * FROM `m_advert` WHERE ( category_id like '180%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000279s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 14 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 24 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001011s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000227s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 26 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000193s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000206s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000972s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '11' ) ORDER BY m_categorys.id asc [ RunTime:0.000361s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000996s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000227s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT * FROM `m_categorys` WHERE fid=180 [ RunTime:0.000219s ]
[ 2013-12-27T17:12:39+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000186s ]
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_guestbook` [ RunTime:0.001224s ]
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  rowpage GuestbookAction.class.php 第 22 行.
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000864s ]
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '10' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000292s ]
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:40+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT COUNT(*) AS tp_count FROM `m_guestbook` WHERE ( category_id like '150%' ) LIMIT 1  [ RunTime:0.000231s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT * FROM `m_guestbook` WHERE ( category_id like '150%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000258s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 14 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 57 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000906s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=10 LIMIT 1  [ RunTime:0.000209s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 59 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 65 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 81 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 82 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 83 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 84 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '150' ) LIMIT 1  [ RunTime:0.000197s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '150' ) LIMIT 1  [ RunTime:0.000228s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001122s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '10' ) ORDER BY m_categorys.id asc [ RunTime:0.000424s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000993s ]
[ 2013-12-27T17:12:41+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=10 LIMIT 1  [ RunTime:0.000235s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001345s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000943s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '11' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000342s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT COUNT(*) AS tp_count FROM `m_advert` WHERE ( category_id like '180%' ) LIMIT 1  [ RunTime:0.000252s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT * FROM `m_advert` WHERE ( category_id like '180%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000276s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 14 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 24 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001195s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000228s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 26 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000223s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000184s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000943s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '11' ) ORDER BY m_categorys.id asc [ RunTime:0.000339s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001059s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000248s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT * FROM `m_categorys` WHERE fid=180 [ RunTime:0.000220s ]
[ 2013-12-27T17:12:51+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000178s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000936s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '23' ) ORDER BY m_categorys.id asc [ RunTime:0.000372s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001396s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000255s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000322s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000210s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000203s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | SQL: SHOW COLUMNS FROM `m_admin` [ RunTime:0.001244s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [8] Undefined index:  rowpage UserAction.class.php 第 12 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [8] Undefined variable: where UserAction.class.php 第 14 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | SQL: SELECT COUNT(*) AS tp_count FROM `m_admin` LIMIT 1  [ RunTime:0.000203s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | SQL: SELECT * FROM `m_admin` ORDER BY `id` desc LIMIT 0,10  [ RunTime:0.000256s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 50 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [8] Undefined index:  cid 1d8b74d0ebda93a9e66cec5efb7d0c4c.php 第 14 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [8] Undefined index:  cid 1d8b74d0ebda93a9e66cec5efb7d0c4c.php 第 24 行.
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001001s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000226s ]
[ 2013-12-27T17:12:53+08:00 ] /skybroad/index.php/Admin/User/index/mid/23.html | NOTIC: [8] Undefined index:  cid 1d8b74d0ebda93a9e66cec5efb7d0c4c.php 第 26 行.
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SHOW COLUMNS FROM `m_admin` [ RunTime:0.001116s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | NOTIC: [8] Undefined index:  mid UserAction.class.php 第 8 行.
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SHOW COLUMNS FROM `m_user_access` [ RunTime:0.001077s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000825s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_modelconfig` WHERE is_sel=1 ORDER BY id asc [ RunTime:0.000288s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_user_access` WHERE uid=2 LIMIT 1  [ RunTime:0.000207s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | NOTIC: [8] Undefined variable: nodesList b9e9a046bc14db4cd141de9e2b17ba90.php 第 20 行.
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | NOTIC: [2] Invalid argument supplied for foreach() b9e9a046bc14db4cd141de9e2b17ba90.php 第 20 行.
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | NOTIC: [8] Undefined index:  username b9e9a046bc14db4cd141de9e2b17ba90.php 第 34 行.
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001023s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=7 ORDER BY id asc [ RunTime:0.000282s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=100 and model_id=7 ORDER BY id asc [ RunTime:0.000266s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=10010 and model_id=7 ORDER BY id asc [ RunTime:0.000397s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=10011 and model_id=7 ORDER BY id asc [ RunTime:0.000239s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=10012 and model_id=7 ORDER BY id asc [ RunTime:0.000226s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=110 and model_id=7 ORDER BY id asc [ RunTime:0.000234s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=130 and model_id=7 ORDER BY id asc [ RunTime:0.000222s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=8 ORDER BY id asc [ RunTime:0.000265s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=120 and model_id=8 ORDER BY id asc [ RunTime:0.000232s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=12010 and model_id=8 ORDER BY id asc [ RunTime:0.000244s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=12011 and model_id=8 ORDER BY id asc [ RunTime:0.000222s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=12012 and model_id=8 ORDER BY id asc [ RunTime:0.000259s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=12013 and model_id=8 ORDER BY id asc [ RunTime:0.000230s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=9 ORDER BY id asc [ RunTime:0.000244s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=140 and model_id=9 ORDER BY id asc [ RunTime:0.000241s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14010 and model_id=9 ORDER BY id asc [ RunTime:0.000230s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14011 and model_id=9 ORDER BY id asc [ RunTime:0.000226s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14012 and model_id=9 ORDER BY id asc [ RunTime:0.000230s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14013 and model_id=9 ORDER BY id asc [ RunTime:0.000268s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14014 and model_id=9 ORDER BY id asc [ RunTime:0.000249s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=14015 and model_id=9 ORDER BY id asc [ RunTime:0.000468s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=10 ORDER BY id asc [ RunTime:0.000276s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=150 and model_id=10 ORDER BY id asc [ RunTime:0.000253s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=11 ORDER BY id asc [ RunTime:0.000259s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=180 and model_id=11 ORDER BY id asc [ RunTime:0.000275s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=18010 and model_id=11 ORDER BY id asc [ RunTime:0.000280s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=1 and model_id=23 ORDER BY id asc [ RunTime:0.000256s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=290 and model_id=23 ORDER BY id asc [ RunTime:0.000236s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=300 and model_id=23 ORDER BY id asc [ RunTime:0.000275s ]
[ 2013-12-27T17:13:00+08:00 ] /skybroad/index.php/Admin/User/accredit/id/2 | SQL: SELECT * FROM `m_categorys` WHERE fid=310 and model_id=23 ORDER BY id asc [ RunTime:0.000252s ]
